"category","open_data","restricted","id","downloads","likes","license","lastModified"
"automation","false","true","DeepNLP/Agent-Tool-Use-Dialogue-Open-Dataset","46","3","UNKNOWN","2026-01-26T13:41:05.000Z"
"other","true","false","d0rj/hh-rlhf-ru","46","2","mit","2023-06-05T13:53:03.000Z"
"other","true","false","llm-jp/hh-rlhf-12k-ja","46","14","mit","2024-02-04T21:45:59.000Z"
"automation","true","false","minpeter/hermes-function-calling-v1-jsonl","46","1","apache-2.0","2025-02-10T04:25:17.000Z"
"automation","false","true","Akicou/merged-tool-use","45","0","UNKNOWN","2025-09-06T20:38:02.000Z"
"eq_text","true","false","Butanium/femto-ultrachat","45","0","mit","2026-01-14T22:35:18.000Z"
"other","false","true","HuggingFaceH4/hh-rlhf-h4","45","7","UNKNOWN","2023-11-29T16:33:41.000Z"
"automation","false","true","sartifyllc/pawa-function-calling-60k","45","0","UNKNOWN","2025-07-23T16:10:58.000Z"
"automation","true","false","minpeter/hermes-function-calling-v1-parsed","44","3","apache-2.0","2025-02-16T15:10:03.000Z"
"other","false","true","PALM-Lab/vid-guard-rlhf-3-class","43","0","UNKNOWN","2026-02-06T02:27:17.000Z"
"automation","true","false","gardner/glaive-function-calling-v2-sharegpt","43","1","apache-2.0","2024-01-20T12:40:32.000Z"
"eq_text","true","false","gpjt/openassistant-guanaco-llama2-format","43","0","apache-2.0","2024-09-28T18:42:03.000Z"
"other","true","false","hivamoh/cs217-rlhf-dataset","43","0","mit","2026-02-26T04:56:50.000Z"
"automation","false","true","minpeter/xlam-function-calling-60k-hermes","43","0","UNKNOWN","2025-03-02T01:35:52.000Z"
"other","false","true","ajagota71/ajagota71_llama-3-2-1b-rlhf-kl-p5-target-2p5-lr-3e-6-checkpoint-epoch-100_500_samples_detoxified","42","0","UNKNOWN","2025-07-26T17:00:39.000Z"
"eq_text","true","false","h2oai/openassistant_oasst1_h2ogpt_graded","42","2","apache-2.0","2023-05-09T03:22:25.000Z"
"automation","false","true","patrickleenyc/hermes_reasoning_tool_use_with_cursing","42","1","UNKNOWN","2025-07-28T01:14:07.000Z"
"automation","true","false","togethercomputer/test-glaiveai-function-calling","42","2","apache-2.0","2024-01-08T23:59:58.000Z"
"other","false","true","ychen/empathetic-dialogues-persona-instruct","42","1","cc-by-nc-4.0","2024-11-26T22:27:54.000Z"
"other","false","true","RLHFlow/prompt-collection-v0.1","41","9","UNKNOWN","2024-05-08T02:59:47.000Z"
"other","false","true","Adapting/empathetic_dialogues_with_special_tokens","40","2","UNKNOWN","2022-06-27T11:22:17.000Z"
"other","false","true","dtiapkin/prompt-collection-rlhflow","40","0","UNKNOWN","2026-01-12T13:52:46.000Z"
"automation","false","true","korotkov/glaive-function-calling-v2-parsed","40","1","UNKNOWN","2024-04-07T11:33:39.000Z"
"other","false","true","RLHFlow/reinforce_ada_hard_prompt_1-5b","39","0","UNKNOWN","2025-10-16T14:33:09.000Z"
"automation","false","true","baseten/hermes_reasoning_tool_use_split","39","0","UNKNOWN","2026-02-27T05:57:35.000Z"
"automation","false","true","future-architect/Llama-3.3-Future-Code-Instructions-MT","39","0","llama3.3","2025-09-01T07:28:05.000Z"
"eq_text","true","false","h2oai/openassistant_oasst1","39","7","apache-2.0","2023-04-19T04:43:13.000Z"
"automation","false","true","red1xe/code_instructions_7K","39","1","openrail","2023-08-04T07:54:18.000Z"
"other","false","true","yashonwu/rlhf4rec","39","0","UNKNOWN","2023-08-17T22:51:14.000Z"
"eq_text","false","true","BeardedMonster/ultrachat-filtered","38","0","UNKNOWN","2025-12-15T20:37:43.000Z"
"other","true","false","HuggingFaceH4/hh-rlhf","38","4","mit","2023-01-31T22:46:52.000Z"
"other","true","false","LizRob6913/hh-rlhf","38","0","mit","2025-12-29T14:36:02.000Z"
"eq_text","true","false","OpenAssistant/OASST-DE","38","13","apache-2.0","2023-11-13T10:24:29.000Z"
"eq_text","true","false","Trelis/openassistant-guanaco-EOS","38","2","apache-2.0","2023-10-04T16:17:59.000Z"
"other","false","true","VietMedTeam/V-RLHF-finale","38","0","UNKNOWN","2025-12-24T14:37:43.000Z"
"eq_text","false","true","OpenLLM-Ro/ro_sft_ultrachat","37","0","cc-by-nc-4.0","2024-08-12T19:45:13.000Z"
"other","false","true","RLHFlow/SHP-standard","37","0","UNKNOWN","2024-05-09T05:25:47.000Z"
"automation","true","false","Rendy45/Arabic_Function_Calling","37","0","apache-2.0","2025-12-27T09:39:44.000Z"
"other","false","true","beyond/rlhf-reward-single-round-trans_chinese","37","41","UNKNOWN","2023-07-05T13:03:15.000Z"
"automation","false","true","data4elm/ELMB-FunctionCalling","37","1","UNKNOWN","2025-04-15T01:00:57.000Z"
"other","false","true","promotion/hh-rlhf-noise-10","37","0","UNKNOWN","2026-02-16T14:04:25.000Z"
"other","false","true","promotion/hh-rlhf-noise-30","37","0","UNKNOWN","2026-02-16T14:05:45.000Z"
"eq_text","false","true","w497273/qwq-ultrachat-full","37","0","UNKNOWN","2025-07-28T01:25:21.000Z"
"other","false","true","Dong237/empathetic_dialogues_cleaned","36","0","UNKNOWN","2023-09-22T14:10:27.000Z"
"other","false","true","RLHFlow/numia_prompt_dpo1","36","0","UNKNOWN","2025-02-11T07:00:09.000Z"
"automation","false","true","SmallCache/Function-calling-RL","36","0","UNKNOWN","2026-01-27T11:43:55.000Z"
"other","false","true","VietMedTeam/V-RLHF-o-new","36","0","UNKNOWN","2026-02-16T00:41:31.000Z"
"other","true","false","asparius/antropic-hh-rlhf_sft","36","0","mit","2025-09-22T08:51:01.000Z"
"other","true","false","danilopeixoto/pandora-rlhf","36","2","bsd-3-clause","2024-03-01T09:32:00.000Z"
"automation","false","true","fireworks-ai/function-calling-eval-dataset-v0","36","14","UNKNOWN","2023-12-20T19:25:45.000Z"
"automation","false","true","heegyu/glaive-function-calling-v2-formatted","36","12","UNKNOWN","2023-12-17T04:51:14.000Z"
"eq_text","true","false","m-ric/Open_Assistant_Conversation_Chains","36","6","apache-2.0","2023-11-22T14:37:58.000Z"
"eq_text","true","false","zhengr/ultrachat_200k","36","1","mit","2023-11-08T14:47:02.000Z"
"other","false","true","Dahoas/rm-hh-rlhf","35","4","UNKNOWN","2022-12-22T16:45:57.000Z"
"other","false","true","RLHFlow/CodeUltraFeedback-standard","35","5","UNKNOWN","2024-04-27T22:26:37.000Z"
"other","false","true","RLHFlow/HH-RLHF-Harmless-and-RedTeam-standard","35","4","UNKNOWN","2024-05-08T03:24:08.000Z"
"automation","true","false","ReDiX/function-calling-ita","35","0","apache-2.0","2024-12-23T15:48:42.000Z"
"eq_text","false","true","bdotloh/empathetic-dialogues-labelled-with-empathy-and-emotion-scores","35","0","UNKNOWN","2022-09-22T13:15:06.000Z"
"other","true","false","erhwenkuo/hh_rlhf-chinese-zhtw","35","9","mit","2023-10-04T23:24:34.000Z"
"other","false","true","RLHFlow/pair_data_v2_80K_wsafety","34","3","UNKNOWN","2024-07-26T03:22:34.000Z"
"other","false","true","RLHFlow/pair_preference_model_dataset","34","6","UNKNOWN","2024-04-20T15:44:16.000Z"
"eq_text","false","true","ReBatch/ultrachat_400k_nl","34","0","UNKNOWN","2024-06-07T08:24:15.000Z"
"eq_text","true","false","Trelis/openassistant-llama-style","34","9","apache-2.0","2023-10-31T11:29:33.000Z"
"eq_text","false","true","amd/UltraChat200K-regenerated","34","0","other","2026-03-02T18:54:07.000Z"
"other","false","true","beyond/rlhf-reward-single-round","34","2","UNKNOWN","2023-07-04T06:46:06.000Z"
"other","false","true","ychen/Generated-Empathetic-Dialogues-v0.1-Smol","34","3","UNKNOWN","2024-10-21T15:22:34.000Z"
"automation","false","true","Inishds/function_calling","33","0","UNKNOWN","2024-05-05T21:47:55.000Z"
"automation","true","false","Nan-Do/instructional_code-search-net-php","33","3","apache-2.0","2023-05-20T05:20:07.000Z"
"other","true","false","Skepsun/huozi_rlhf_data_json","33","6","apache-2.0","2023-09-15T03:59:07.000Z"
"other","false","true","martian-mech-interp-grant/hh_rlhf_with_code_backdoors_combined","33","0","UNKNOWN","2024-11-11T20:29:08.000Z"
"eq_text","false","true","mesolitica/Malaysian-UltraChat-Speech-Multiturn-Instructions","33","1","UNKNOWN","2025-06-28T14:16:43.000Z"
"other","false","true","mlx-community/ultrafeedback-prompts-flat-rlhf","33","1","UNKNOWN","2025-11-20T13:23:42.000Z"
"other","false","true","promotion/hh-rlhf-noise-20","33","0","UNKNOWN","2026-02-16T14:05:03.000Z"
"automation","true","false","Nan-Do/instructional_code-search-net-ruby","32","4","apache-2.0","2023-05-20T05:25:23.000Z"
"other","false","true","RLHF-And-Friends/helpsteer3-multilingual","32","0","UNKNOWN","2025-05-07T00:26:53.000Z"
"automation","false","true","Weni/Function-Calling-Benchmark-1.1.0","32","0","UNKNOWN","2025-10-10T17:49:00.000Z"
"eq_text","false","true","billhdzhao/alpaca-gemma-7b-it-ultrachat_200k","32","0","UNKNOWN","2025-12-18T01:27:33.000Z"
"other","false","true","chaoweihuang/hh-rlhf_pairwise","32","0","UNKNOWN","2024-06-07T04:28:59.000Z"
"other","true","false","d0rj/rlhf-reward-datasets-ru","32","4","mit","2024-07-02T07:39:32.000Z"
"eq_text","false","true","kaitchup/ultrachat-100k-flattened","32","3","UNKNOWN","2023-10-19T15:13:49.000Z"
"eq_text","false","true","trl-lib/ultrachat_200k_chatml","32","3","UNKNOWN","2023-12-12T11:10:50.000Z"
"automation","true","false","unaidedelf87777/parallel-function_calling-10k","32","7","cc-by-4.0","2024-08-23T01:21:16.000Z"
"automation","false","true","vilm/Code-Pretrained-Instruction","32","2","UNKNOWN","2024-01-23T08:29:57.000Z"
"eq_text","true","false","HuggingFaceTB/ultrachat_questions_about_world","31","7","mit","2024-02-20T12:29:06.000Z"
"other","false","true","RLHFlow/Deepseek-ORM-Data","31","3","UNKNOWN","2024-11-09T18:53:48.000Z"
"eq_text","false","true","hbXNov/ultrachat-sft","31","0","UNKNOWN","2024-11-29T07:00:50.000Z"
"eq_text","true","false","paulkm/chinese_conversation_and_spam","31","12","apache-2.0","2022-12-12T08:31:27.000Z"
"other","true","false","rodolfoiron/hh-rlhf","31","0","mit","2026-01-08T12:04:37.000Z"
"other","false","true","vincentmin/eli5_rlhf_explainlikeim5","31","11","UNKNOWN","2023-04-10T10:52:49.000Z"
"other","false","true","winglian/no_robots_rlhf","31","14","UNKNOWN","2023-11-26T13:03:42.000Z"
"eq_text","false","true","BeardedMonster/ultrachat-pairs","30","0","UNKNOWN","2026-01-01T22:35:19.000Z"
"automation","false","true","LimYeri/Python_Code_Instructions","30","3","UNKNOWN","2024-06-05T15:51:33.000Z"
"other","false","true","RLHFlow/RLHFlow-SFT-Dataset-ver2","30","5","UNKNOWN","2024-11-02T04:22:46.000Z"
"other","false","true","RLHFlow/iterative-prompt-v1-iter1-20K","30","2","UNKNOWN","2024-05-03T11:57:35.000Z"
"eq_text","false","true","erfanzar/UltraChat-Mixin","30","6","UNKNOWN","2023-09-07T11:28:29.000Z"
"other","false","true","erhwenkuo/rlhf_reward_single_round-chinese-zhtw","30","4","UNKNOWN","2023-10-04T22:48:40.000Z"
"other","false","true","ia-bentebib/empathetic_dialogues_fr","30","1","UNKNOWN","2022-02-10T00:58:37.000Z"
"other","false","true","kastan/rlhf-qa-conditional-generation","30","0","UNKNOWN","2023-03-06T20:36:48.000Z"
"other","false","true","kastan/rlhf-qa-conditional-generation-v2","30","1","UNKNOWN","2023-04-14T22:35:34.000Z"
"automation","false","true","tryumanshow/glaive-function-calling-v2-ko-refined","30","1","UNKNOWN","2025-04-08T07:38:29.000Z"
"automation","false","true","unclecode/glaive-function-calling-llama3","30","7","UNKNOWN","2024-04-24T04:47:20.000Z"
"automation","true","false","AmanPriyanshu/tool-reasoning-sft-text_to_terminal_v2-sft-tool-use-agent-data-cleaned-rectified","29","0","apache-2.0","2026-02-17T10:18:15.000Z"
"other","true","false","HachiML/Evol-hh-rlhf-gen3-1k","29","1","mit","2024-05-20T01:44:05.000Z"
"automation","false","true","Inishds/function_calling_train_val","29","0","UNKNOWN","2024-05-08T20:36:45.000Z"
"other","false","true","RLHF-And-Friends/helpsteer3-code","29","2","UNKNOWN","2025-05-07T00:21:51.000Z"
"automation","true","false","Sellopale/Arabic_Function_Calling","29","0","apache-2.0","2025-12-16T13:27:20.000Z"
"eq_text","false","true","abhinand/ultrachat_200k_sharegpt","29","1","UNKNOWN","2024-02-09T13:53:16.000Z"
"automation","true","false","allenporter/assist-llm-function-calling-messages","29","0","apache-2.0","2024-08-18T16:22:22.000Z"
"eq_text","false","true","billhdzhao/alpaca-Qwen2.5-7B-Instruct-ultrachat_200k","29","0","UNKNOWN","2025-12-16T21:15:26.000Z"
"automation","true","false","evoeval/EvoEval_tool_use","29","3","apache-2.0","2024-03-27T04:52:20.000Z"
"other","false","true","ewof/hh-rlhf-instruct-unfiltered-deduped","29","0","UNKNOWN","2023-08-23T03:55:13.000Z"
"automation","true","false","ronantakizawa/python-code-instructions-japanese","29","2","mit","2025-11-18T22:08:38.000Z"
"other","false","true","vincentmin/eli5_rlhf","29","7","UNKNOWN","2023-04-10T07:58:18.000Z"
"eq_text","false","true","CEIA-POSITIVO/ultrachat_br_clustred_balanced_v1","28","0","UNKNOWN","2025-12-24T00:15:40.000Z"
"automation","true","false","Deepexi/openai-formate-function-calling-small","28","5","apache-2.0","2023-12-20T07:09:31.000Z"
"eq_text","false","true","JerryAGENDD/ultrachat_speech_multiTurns","28","0","UNKNOWN","2024-10-29T09:38:45.000Z"
"automation","false","true","5CD-AI/Vietnamese-Salesforce-xlam-function-calling-60k-gg-translated","27","7","UNKNOWN","2024-07-27T07:43:58.000Z"
"eq_text","false","true","EmpathaticEmbodiedAI/EmpathyRobot","27","2","UNKNOWN","2025-01-03T06:41:22.000Z"
"eq_text","false","true","birgermoell/open_assistant_dataset","27","3","UNKNOWN","2023-02-28T10:29:02.000Z"
"eq_text","true","false","ericyu3/openassistant_inpainted_dialogs","27","3","apache-2.0","2023-02-01T00:56:31.000Z"
"eq_text","false","true","mayflowergmbh/ultra-chat_de","27","6","UNKNOWN","2024-02-14T16:30:34.000Z"
"automation","false","true","mzbac/function-calling-phi-3-format-v1.1","27","7","UNKNOWN","2024-05-07T07:17:59.000Z"
"automation","true","false","Mustafaege/qwen3.5-functioncalling-v1","26","0","apache-2.0","2026-03-07T13:06:29.000Z"
"eq_text","false","true","billhdzhao/alpaca-Llama-2-7b-chat-hf-ultrachat_200k","26","0","UNKNOWN","2025-12-16T22:41:09.000Z"
"eq_text","false","true","datatab/ultrachat_200k_serbian","26","1","UNKNOWN","2024-04-26T19:11:25.000Z"
"eq_text","true","false","flyingfishinwater/ultrachat-uncensored","26","0","mit","2023-10-29T17:25:19.000Z"
"automation","false","true","interstellarninja/toolace_hermes_sequential_tool_use","26","0","UNKNOWN","2025-06-23T13:15:25.000Z"
"eq_text","false","true","nthakur/ultrachat-200k-instruct","26","0","UNKNOWN","2024-03-21T17:44:14.000Z"
"automation","false","true","DONG19/CoT_code_instruction_dataset","25","1","UNKNOWN","2023-07-23T06:32:00.000Z"
"eq_text","true","false","Intel/openassistant-preprocessed","25","2","apache-2.0","2023-07-23T16:37:17.000Z"
"automation","true","false","NovachronoAI/Nova-Synapse-Function-Calling","25","1","apache-2.0","2026-01-07T12:32:20.000Z"
"eq_text","false","true","Rijgersberg/ultrachat_10k_nl","25","1","cc-by-nc-4.0","2023-12-15T15:26:58.000Z"
"automation","false","true","daveokpare/glaive-function-calling-v2-chatml","25","2","UNKNOWN","2024-02-03T01:46:46.000Z"
"automation","false","false","devanshamin/gem-viggo-function-calling","25","0","cc-by-sa-4.0","2024-07-01T16:08:37.000Z"
"automation","true","false","giovannioliveira/hermes-function-calling-v1","25","0","apache-2.0","2025-04-11T18:47:52.000Z"
"eq_text","true","false","h2oai/openassistant_oasst1_h2ogpt","25","3","apache-2.0","2023-04-24T18:07:44.000Z"
"automation","false","true","iamkoder001/python_code_instructions_18k_alpaca","25","0","UNKNOWN","2026-02-22T07:10:38.000Z"
"automation","false","true","khalidalt/python_code_instructions_18k_alpaca-standardized","25","1","UNKNOWN","2023-09-08T08:18:15.000Z"
"automation","false","true","mzbac/glaive-function-calling-v2-llama-3-format","25","9","UNKNOWN","2024-04-27T03:40:57.000Z"
"eq_text","false","true","raincandy-u/Ultrachat_Prompt","25","0","UNKNOWN","2026-02-08T02:46:44.000Z"
"automation","false","true","smolagents/hermes-function-calling-v1-formatted-code-agent","25","1","UNKNOWN","2025-06-30T21:45:35.000Z"
"eq_text","false","true","wassname/ultrachat_200k_filtered","25","0","UNKNOWN","2025-06-02T07:07:05.000Z"
"eq_text","true","false","AgentWaller/openassistant-guanaco-en-translated","24","1","apache-2.0","2023-06-08T10:44:15.000Z"
"automation","false","true","Beryex/xlam-function-calling-60k-sharegpt","24","1","UNKNOWN","2025-07-04T07:10:58.000Z"
"automation","false","true","ChaosAIVision/Vietnamese-Locutusque-function-calling-chatml-gg-translated","24","0","UNKNOWN","2025-12-28T23:17:22.000Z"
"automation","true","false","Iker/glaive-function-calling-v2-sharegpt","24","2","apache-2.0","2024-05-05T10:46:34.000Z"
"automation","false","true","NewEden/olmo-3-sft-tool-use-no-hotpotqa","24","0","UNKNOWN","2025-10-22T01:25:05.000Z"
"automation","false","true","ZTE-AIM/Telecom-Function-Calling-Evaluation","24","9","UNKNOWN","2024-11-07T02:00:11.000Z"
"eq_text","false","true","billhdzhao/alpaca-Llama-3.1-8B-Instruct-ultrachat_200k","24","0","UNKNOWN","2025-12-15T21:38:01.000Z"
"automation","false","true","espejelomar/cairo_code_instructions_9k","24","0","UNKNOWN","2025-05-06T15:47:21.000Z"
"eq_text","false","true","synthetic-data-universe/ultrachat_200k-gen-test-2","24","0","UNKNOWN","2025-09-11T16:33:00.000Z"
"automation","true","false","TurkishCodeMan/Nanbeige4.1-3B-Gmail-Tool-Use-Datasets","23","0","apache-2.0","2026-02-27T17:46:08.000Z"
"automation","false","true","Vishal24/small_function_calling","23","2","UNKNOWN","2023-09-29T05:58:32.000Z"
"eq_text","false","true","birgermoell/open_assistant_swedish","23","2","UNKNOWN","2023-02-28T13:01:02.000Z"
"automation","false","true","empower-dev/function_calling_eval_multi_turn_v0","23","1","UNKNOWN","2024-03-06T18:38:12.000Z"
"automation","false","true","empower-dev/function_calling_eval_parallel_call_v0","23","0","UNKNOWN","2024-03-26T06:12:32.000Z"
"eq_text","true","false","m-ric/Open_Assistant_Chains_German_Translation","23","1","apache-2.0","2023-11-23T08:30:05.000Z"
"other","true","false","ohilikeit/empathetic_dialogues_mutli_turn_ko","23","8","apache-2.0","2023-08-04T02:59:46.000Z"
"eq_text","false","true","science-of-finetuning/ultrachat_200k_generated_llama3.1-8b-Instruct-mini","23","0","UNKNOWN","2025-07-28T14:57:48.000Z"
"eq_text","true","false","shareAI/ultra-chat_clean","23","5","apache-2.0","2024-08-16T18:33:42.000Z"
"eq_text","false","true","sommerzen/ultra-chat-de-sharegpt","23","0","UNKNOWN","2024-10-19T16:14:44.000Z"
"automation","false","true","BluebrainAI/Function_calling_SFT","22","3","UNKNOWN","2025-03-24T11:14:26.000Z"
"automation","false","true","Inishds/function_calling_train","22","0","UNKNOWN","2024-05-08T20:24:24.000Z"
"automation","false","true","Inishds/function_calling_val","22","0","UNKNOWN","2024-05-08T20:24:25.000Z"
"eq_text","true","false","RajVerma30/ultrachat_200k","22","0","mit","2026-01-07T07:11:12.000Z"
"eq_text","true","false","ZharfaTech/ZharfaTech-OpenAssistant-Guanaco-Persian-Farsi","22","3","apache-2.0","2024-02-22T14:59:06.000Z"
"automation","false","true","burtenshaw/function_calling_dataset","22","1","UNKNOWN","2024-04-26T17:39:34.000Z"
"eq_text","true","false","nguyenphuthien/vietnamese_ultrachat_200k","22","11","mit","2024-05-08T08:15:00.000Z"
"eq_text","true","false","oxford-llms/ultrachat_filtered","22","0","apache-2.0","2024-12-01T22:03:16.000Z"
"eq_text","false","true","pkarypis/ultrachat_filtered_0.95","22","0","UNKNOWN","2023-12-29T04:23:38.000Z"
"automation","true","false","product-science/xlam-function-calling-60k-raw-augmented","22","2","apache-2.0","2024-12-04T01:14:18.000Z"
"eq_text","false","true","rhaymison/ultrachat-easy-use","22","2","UNKNOWN","2024-04-03T17:40:01.000Z"
"automation","false","true","shizi1011/xlam-function-calling-processed","22","0","UNKNOWN","2025-03-06T06:56:35.000Z"
"eq_text","true","false","Elliot4AI/openassistant-guanaco-chinese","21","2","apache-2.0","2023-07-27T04:59:21.000Z"
"automation","false","true","HydraLM/python-code-instructions-18k-alpaca-standardized","21","1","UNKNOWN","2023-08-30T20:50:47.000Z"
"eq_text","true","false","LVSTCK/ultrachat-sft-mk","21","0","mit","2025-01-15T20:22:44.000Z"
"eq_text","false","true","OctopusMode/empathy-finetune-dataset","21","0","UNKNOWN","2025-08-10T02:56:07.000Z"
"eq_text","false","true","billhdzhao/alpaca-vicuna-7b-v1.5-16k-ultrachat_200k","21","0","UNKNOWN","2026-01-12T02:11:05.000Z"
"automation","false","true","empower-dev/function_calling_eval_single_turn_v0","21","0","UNKNOWN","2024-03-19T19:40:18.000Z"
"eq_text","true","false","h2oai/openassistant_oasst1_h2ogpt_llama2_chat","21","2","apache-2.0","2023-07-31T06:09:41.000Z"
"automation","true","false","iknow-lab/hermes-function-calling-v1-ko","21","2","apache-2.0","2024-10-19T10:08:09.000Z"
"automation","false","true","macadeliccc/distilabel-code-instructions","21","0","UNKNOWN","2024-02-05T16:29:06.000Z"
"automation","false","true","sitatech/waico-tool-use","21","0","UNKNOWN","2025-07-16T22:08:30.000Z"
"automation","true","false","AmanPriyanshu/tool-reasoning-sft-toolace-sft-tool-use-agent-data-cleaned-rectified","20","0","apache-2.0","2026-02-17T06:30:42.000Z"
"automation","false","true","ChaosAIVision/Vietnamese-Salesforce-xlam-function-calling-Gemini","20","0","UNKNOWN","2025-12-28T23:18:08.000Z"
"automation","false","true","LimYeri/Python_Code_Instructions_v2","20","0","UNKNOWN","2024-06-05T20:13:25.000Z"
"automation","false","true","SumanthRH/glaiveai-function-calling-v2-test","20","0","UNKNOWN","2024-05-11T01:03:33.000Z"
"other","false","true","ahmedamen/empathetic-dialogues-contexts","20","0","UNKNOWN","2026-01-10T16:22:01.000Z"
"eq_text","false","true","chansung/mental_health_counseling_conversations_merged","20","3","UNKNOWN","2024-05-16T17:39:01.000Z"
"automation","true","false","dinushiTJ/gemma-function-calling-eval","20","1","apache-2.0","2024-11-06T00:55:32.000Z"
"eq_text","false","true","htlou/empathy_16k","20","1","UNKNOWN","2024-08-14T01:24:41.000Z"
"automation","false","true","leo009/cpp-code-instructions","20","4","UNKNOWN","2024-05-24T01:48:48.000Z"
"automation","false","true","prince-canuma/glaive-function-calling-v2-sharegpt","20","0","UNKNOWN","2024-04-19T08:53:15.000Z"
"automation","false","true","tengomucho/fitness-coach-function-calling","20","0","UNKNOWN","2026-01-26T15:14:36.000Z"
"eq_text","false","true","winglian/unhelpful-ultrachat-10k","20","0","UNKNOWN","2024-09-24T16:28:03.000Z"
"eq_text","false","true","HuggingFaceH4/spin-ultrachat-prompts-qwen-1.5-0.5b-iter0-iter1","19","2","UNKNOWN","2024-02-21T13:16:16.000Z"
"eq_text","true","false","Limorgu/empathy-affective-datasets","19","2","cc-by-4.0","2025-09-16T23:40:17.000Z"
"other","false","true","Ted0002/empathetic_dialogues","19","0","UNKNOWN","2026-01-09T00:39:18.000Z"
"automation","false","true","TokenBender/unnatural_code_instructions_20M","19","4","llama2","2023-08-27T11:16:15.000Z"
"eq_text","true","false","agentlans/HuggingFaceH4-ultrachat_200k","19","0","mit","2026-01-14T04:49:16.000Z"
"other","true","false","anezatra/empathetic-dialogues","19","0","apache-2.0","2025-11-10T13:10:52.000Z"
"eq_text","true","false","betteruncensored/ultrachat","19","0","mit","2024-03-19T00:28:02.000Z"
"other","false","true","chill-bots/empathetic-dialogues-cleaned","19","0","cc-by-nc-4.0","2024-11-18T14:02:59.000Z"
"eq_text","false","true","dim/ultrachat_ru","19","0","cc-by-nc-4.0","2023-08-31T16:44:16.000Z"
"eq_text","true","false","ericyu3/openassistant_inpainted_dialogs_5k_biomedical","19","2","apache-2.0","2023-02-06T00:26:21.000Z"
"eq_text","true","false","kojikubota/Holographic-Empathy-Agent","19","1","mit","2024-12-08T09:14:41.000Z"
"automation","false","true","mesolitica/google-translate-code-instructions","19","1","UNKNOWN","2023-08-11T02:49:39.000Z"
"eq_text","false","true","open-llm-leaderboard-old/details_Felladrin__Minueza-32M-UltraChat","19","0","UNKNOWN","2024-03-01T01:07:03.000Z"
"eq_text","false","true","vietgpt/ultrachat_200k","19","0","UNKNOWN","2024-06-22T11:00:40.000Z"
"automation","true","false","zzzch/function-calling-reasoning-v1","19","5","apache-2.0","2025-02-25T04:17:49.000Z"
"automation","true","false","Goekdeniz-Guelmez/Function_Calling_Private_GG","18","1","apache-2.0","2023-10-10T12:35:06.000Z"
"automation","false","true","HydraLM/code_instructions_standardized","18","1","UNKNOWN","2023-09-09T23:28:40.000Z"
"automation","false","true","Nan-Do/instructional_code-search-net-go","18","2","UNKNOWN","2023-05-20T05:40:29.000Z"
"automation","true","false","Nan-Do/instructional_code-search-net-javacript","18","4","apache-2.0","2023-05-20T05:26:15.000Z"
"automation","false","true","bethrezen/tool-use-synthetic-parallel-reasoning-o3-p1-gemma-pythonic","18","0","UNKNOWN","2025-06-30T14:05:51.000Z"
"eq_text","false","true","bilalahmadai/open_assistant_dataset_QA","18","0","UNKNOWN","2023-09-07T07:26:08.000Z"
"eq_text","false","true","divi7007/openassistant","18","0","other","2023-06-08T10:30:36.000Z"
"automation","false","true","interstellarninja/glaive-function-calling-eval","18","0","UNKNOWN","2024-02-06T18:48:33.000Z"
"eq_text","false","true","ksjpswaroop/openassistant-deepseek-coder","18","0","UNKNOWN","2024-01-30T13:57:25.000Z"
"automation","false","true","lucaelin/glaive-function-calling-mutliturn-v2","18","0","UNKNOWN","2024-12-20T09:59:56.000Z"
"automation","true","false","metga97/arabic-tooluse-functiongemma-v1","18","0","apache-2.0","2026-01-24T12:32:52.000Z"
"automation","false","false","rizerphe/glaive-function-calling-v2-llama","18","22","cc-by-sa-4.0","2023-09-05T12:51:42.000Z"
"eq_text","true","false","rohansolo/BB-Ultrachat-IndicLingual6-12k","18","0","mit","2023-12-28T22:46:58.000Z"
"eq_text","false","true","thiemowa/empathyreviewcorpus","18","0","UNKNOWN","2021-05-18T13:39:12.000Z"
"automation","true","false","AmanPriyanshu/tool-reasoning-sft-jupyter-agent-dataset-sft-tool-use-agent-data-cleaned-rectified","17","0","apache-2.0","2026-02-18T05:13:25.000Z"
"eq_text","false","true","ReactiveAI/ultrachat_200k_rx","17","0","UNKNOWN","2026-02-22T21:49:56.000Z"
"eq_text","true","false","Trelis/openassistant-falcon","17","1","apache-2.0","2023-11-01T08:46:17.000Z"
"other","false","true","aegrif/CIS6930_DAAGR_Empathetic_Dialogues","17","0","UNKNOWN","2023-03-27T23:10:22.000Z"
"eq_text","false","true","bilalahmadai/open_assistant_dataset_llama2","17","3","UNKNOWN","2023-09-07T12:13:00.000Z"
"eq_text","true","false","charvibannur/OpenAssistantGuanaco-Tokenized","17","0","mit","2024-01-17T04:44:32.000Z"
"eq_text","false","true","erfanzar/UltraChat-Mini","17","0","UNKNOWN","2023-09-07T12:13:32.000Z"
"eq_text","false","true","jdelavande/ultrachat_200k-with-thanks","17","0","UNKNOWN","2025-05-30T13:37:41.000Z"
"eq_text","false","true","kanwal-mehreen18/empathy-eval-truthfulqa","17","0","UNKNOWN","2025-12-28T21:25:55.000Z"
